iter	Logloss
233	0.002696046622
234	0.002681101923
235	0.002666312974
236	0.002646784938
237	0.00263274934
238	0.002619065927
239	0.002615077599
240	0.002610069513
241	0.002595573145
242	0.00257197152
243	0.002554566964
244	0.002554495957
245	0.002540753458
246	0.002527633957
247	0.002522771255
248	0.002513259908
249	0.002499051198
250	0.002481345249
251	0.002450398777
252	0.002450408625
253	0.002437862624
254	0.002423093112
255	0.002411330005
256	0.00240841793
257	0.002400123036
258	0.002400109042
259	0.002387993232
260	0.002362603208
261	0.002362585586
262	0.002350849691
263	0.002348040498
264	0.002332772898
265	0.00232160817
266	0.002306764022
267	0.002288148714
268	0.002284420055
269	0.002269320384
270	0.002261513472
271	0.002246363526
272	0.002243061169
273	0.002229090359
274	0.002229051745
275	0.002218763725
276	0.002195691285
277	0.002186614534
278	0.002176496775
279	0.00215142136
280	0.002151389485
281	0.002143062457
282	0.002130074605
283	0.002122321854
284	0.002114711896
285	0.002097306563
286	0.002097286737
287	0.002079215905
288	0.002069369088
289	0.002041641007
290	0.002032287484
291	0.00203227336
292	0.002022597323
293	0.002012594368
294	0.002009904255
295	0.001998721387
296	0.001973666834
297	0.001973516786
298	0.001971057317
299	0.001968587222
300	0.001966301514
301	0.001951734139
302	0.001948682122
303	0.00194472852
304	0.001931075687
305	0.00192179032
306	0.001911433883
307	0.001907619964
308	0.001899485614
309	0.001883305933
310	0.001871386041
311	0.001863818065
312	0.001856642832
313	0.001849800478
314	0.001834492968
315	0.001827312293
316	0.001825193348
317	0.00181059332
318	0.001810549135
319	0.001809546351
320	0.001799388554
321	0.001787592665
322	0.001780908004
323	0.001771121958
324	0.001768991999
325	0.001759592606
326	0.001756775509
327	0.001750883849
328	0.001750666162
329	0.001738569011
330	0.00173570125
331	0.001719919106
332	0.00171993634
333	0.001711086346
334	0.001709142975
335	0.001696466622
336	0.001688506811
337	0.001684187806
338	0.00168421113
339	0.001678098673
340	0.001669499019
341	0.001661914587
342	0.001655231092
343	0.001649543125
344	0.001649503215
345	0.001643004366
346	0.001625893686
347	0.001625798837
348	0.001619756481
349	0.001619741709
350	0.001614668447
351	0.001612553907
352	0.001605861731
353	0.001599786074
354	0.001586194142
355	0.00158606042
356	0.001580104232
357	0.001579825904
358	0.001579837695
359	0.001572710276
360	0.001564726363
361	0.001558450901
362	0.001548440301
363	0.001538172105
364	0.001532558514
365	0.001526463032
366	0.001525297372
367	0.001522506579
368	0.001522519277
369	0.001515399114
370	0.001514144307
371	0.001514138864
372	0.001507155662
373	0.001499659082
374	0.001497968772
375	0.00149792666
376	0.001491487545
377	0.001481353459
378	0.001480078308
379	0.001480052523
380	0.001473438481
381	0.001468527058
382	0.00146852032
383	0.001458498706
384	0.001458114126
385	0.001456787794
386	0.001451954893
387	0.001450506371
388	0.00144652206
389	0.001446481243
390	0.001441946107
391	0.001437742295
392	0.00143771353
393	0.001437086644
394	0.001433955327
395	0.001428254791
396	0.001428219028
397	0.001422906181
398	0.001422254547
399	0.001413354018
